id,carat,cut,color,clarity,depth,table,x,y,z,price
20473,0.51,Very Good,D,SI1,60.0,58.0,5.19,5.24,3.13,1380
23334,1.51,Premium,J,VVS2,62.9,58.0,7.33,7.21,4.57,8930
15760,0.71,Fair,I,VS1,57.1,57.0,5.87,5.9,3.36,2318
19637,0.36,Ideal,J,SI1,62.3,53.0,4.59,4.62,2.87,439
10490,1.27,Very Good,H,SI2,63.1,57.0,6.88,6.84,4.33,4978
9717,0.32,Ideal,I,IF,62.2,57.0,4.37,4.35,2.71,864
18602,0.44,Premium,H,VVS1,60.1,58.0,4.96,4.92,2.97,1196
17379,1.73,Premium,J,SI1,60.7,58.0,7.78,7.73,4.71,9271
11219,0.3,Premium,G,VVS1,60.7,58.0,4.34,4.36,2.64,789
13476,1.1,Very Good,G,IF,59.8,56.0,6.75,6.82,4.06,9053
5229,1.75,Premium,I,VS1,60.6,60.0,7.8,7.84,4.74,12416
2783,1.2,Ideal,I,I1,61.9,56.0,6.82,6.85,4.23,3505
14411,1.0,Very Good,D,SI1,63.1,56.0,6.34,6.3,3.99,5645
26290,1.02,Premium,F,SI1,61.0,59.0,6.58,6.47,3.98,5455
14082,1.21,Very Good,H,VS2,62.9,55.0,6.75,6.8,4.26,7426
17337,1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,6963
659,0.91,Premium,H,SI1,63.0,57.0,6.19,6.1,3.87,3033
13780,0.33,Ideal,H,VVS1,62.2,55.0,4.44,4.4,2.75,965
26770,1.17,Ideal,I,SI2,62.2,56.0,6.72,6.79,4.2,4488
3861,0.41,Ideal,E,VS1,,55.0,4.77,4.8,2.97,1079
6676,2.17,Premium,J,SI2,,58.0,8.31,8.26,5.16,13556
25051,0.7,Fair,F,SI1,65.9,59.0,5.53,5.49,3.63,2167
18722,1.59,Ideal,H,VS2,60.7,61.0,7.56,7.5,4.57,11437
15286,0.24,Very Good,E,VVS2,62.4,54.0,3.96,3.99,2.48,608
10582,2.05,Premium,H,VS2,61.8,60.0,8.19,8.14,5.05,18318
25736,0.9,Premium,E,SI1,62.3,61.0,6.17,6.12,3.83,3800
23153,1.06,Premium,D,VS2,62.3,59.0,6.52,6.48,4.05,7679
20854,0.72,Ideal,I,VS2,62.1,58.0,5.74,5.72,3.57,2347
9987,0.81,Good,G,SI2,59.2,64.0,6.11,6.15,3.63,2474
5129,0.38,Ideal,E,SI1,61.4,57.0,4.64,4.67,2.86,653
14735,0.4,Premium,E,SI1,,59.0,4.69,4.64,2.93,945
13043,0.3,Good,G,IF,63.8,55.0,4.28,4.24,2.72,956
13288,1.51,Ideal,E,VS2,59.8,59.0,7.55,7.47,4.49,13986
7240,1.51,Ideal,H,SI2,61.7,57.0,7.39,7.36,4.55,6384
6493,0.33,Ideal,E,VVS1,61.6,55.0,4.44,4.46,2.74,1130
21236,1.0,Very Good,F,SI1,63.1,56.0,6.36,6.34,4.01,4474
25868,0.3,Ideal,D,VS2,62.3,56.0,4.29,4.32,2.68,710
17879,1.04,Premium,I,SI1,61.8,60.0,6.51,6.47,4.01,4368
10331,0.52,Very Good,D,VS1,62.6,59.0,5.03,5.13,3.18,1860
26688,0.32,Ideal,D,VS2,62.1,53.0,4.42,4.44,2.75,671
10353,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1053
21030,1.52,Very Good,G,VS2,61.9,56.0,7.28,7.39,4.54,13161
799,2.51,Very Good,J,SI1,63.8,55.0,8.51,8.6,5.46,16842
18534,0.7,Fair,G,SI1,66.0,53.0,5.53,5.47,3.63,1949
7095,0.35,Ideal,E,VS1,61.9,56.0,4.51,4.53,2.8,829
2550,0.29,Ideal,F,VVS2,61.1,58.0,4.26,4.28,2.61,715
8317,0.53,Premium,H,SI2,62.5,60.0,5.18,5.16,3.23,1113
2025,2.0,Fair,I,SI2,67.7,57.0,7.88,7.64,5.26,10483
12991,0.56,Ideal,E,VS1,62.7,56.0,5.26,5.3,3.31,1608
15950,1.11,Very Good,F,VVS2,60.8,57.0,6.7,6.73,4.08,9792
26267,1.01,Premium,H,SI1,61.9,59.0,6.35,6.32,3.92,4191
16615,0.5,Good,D,SI2,63.2,56.0,5.01,5.05,3.18,1157
25406,0.41,Ideal,H,SI1,61.2,57.0,4.76,4.78,2.92,683
22408,0.5,Very Good,E,VVS2,59.3,56.0,5.25,5.3,3.13,2168
910,0.51,Ideal,H,SI2,61.9,54.0,5.13,5.15,3.18,983
19854,0.72,Ideal,H,SI2,61.4,55.0,5.81,5.78,3.56,2112
9653,1.02,Very Good,G,VS2,60.5,54.0,6.48,6.57,3.95,6058
7069,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
22721,0.39,Ideal,E,VS1,62.0,54.0,4.68,4.71,2.91,948
26748,0.65,Premium,D,SI1,60.5,58.0,5.61,5.57,3.38,2134
19812,0.32,Premium,G,VS2,60.5,58.0,4.41,4.42,2.67,561
23667,0.31,Premium,F,VS2,59.7,60.0,4.39,4.42,2.63,625
9187,0.9,Good,D,SI1,63.9,57.0,6.1,6.04,3.88,3689
6513,1.05,Ideal,F,VS1,62.1,56.0,6.54,6.59,4.08,7955
18140,0.61,Premium,D,SI1,61.6,58.0,5.37,5.34,3.3,1614
3385,0.41,Ideal,E,VVS1,60.7,57.0,4.85,4.8,2.93,1431
66,0.38,Premium,I,VS2,61.7,59.0,4.64,4.6,2.85,812
6930,1.01,Premium,F,SI2,62.6,54.0,6.38,6.34,3.98,4468
18948,0.4,Premium,H,VS1,62.6,58.0,4.68,4.71,2.94,807
10132,0.7,Premium,G,VVS2,60.6,60.0,5.77,5.69,3.47,2999
5828,0.3,Very Good,D,VS2,61.0,57.0,4.32,4.34,2.64,568
8418,0.7,Ideal,F,VVS2,62.0,57.0,5.68,5.74,3.54,3160
5334,0.75,Ideal,G,VVS2,62.2,56.0,5.78,5.82,3.61,3879
17005,0.9,Good,G,SI1,65.2,58.0,6.0,6.06,3.93,3669
5060,0.52,Premium,F,SI1,61.5,60.0,5.15,5.16,3.17,1191
16464,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,743
12973,1.09,Premium,H,VS2,61.2,58.0,6.63,6.58,4.03,5005
2719,1.1,Premium,H,SI2,62.6,57.0,6.6,6.56,4.12,4435
6453,0.27,Premium,G,VS2,62.4,59.0,4.11,4.13,2.57,397
25792,2.14,Premium,I,VS2,62.3,58.0,8.22,8.16,5.1,17416
26608,1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
7523,0.52,Good,F,VS1,61.0,61.0,5.22,5.17,3.17,1419
3712,0.74,Premium,E,SI2,62.2,57.0,5.79,5.77,3.59,2002
6909,0.7,Very Good,I,VVS2,60.1,63.0,5.81,5.74,3.47,2415
11068,1.83,Premium,H,SI1,60.4,59.0,7.89,7.85,4.75,10162
24503,0.73,Good,E,VS1,63.7,59.0,5.67,5.69,3.62,3146
25821,0.26,Ideal,G,SI1,61.8,55.0,4.08,4.11,2.53,377
19294,0.53,Very Good,F,VS2,63.4,56.0,5.16,5.13,3.26,1636
19112,0.33,Premium,F,SI1,62.8,58.0,4.42,4.4,2.77,705
25287,0.51,Very Good,G,VVS2,63.3,58.0,5.07,5.04,3.2,1895
23142,1.78,Premium,J,SI2,62.6,58.0,7.78,7.72,4.85,8889
15795,0.4,Good,D,SI2,63.8,54.0,4.73,4.7,3.01,798
8227,0.33,Very Good,F,SI1,60.9,54.0,4.47,4.52,2.73,588
6918,1.29,Very Good,G,SI2,63.3,61.0,6.84,6.8,4.32,4937
9396,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5652
12882,2.1,Ideal,I,SI2,61.9,56.0,8.22,8.2,5.08,15653
5480,0.3,Ideal,G,SI2,60.6,56.0,4.35,4.4,2.65,405
13979,0.56,Very Good,H,SI2,59.5,57.0,5.4,5.43,3.22,1144
22416,1.0,Premium,J,VS2,60.7,58.0,6.49,6.52,3.95,3877
24420,0.42,Ideal,I,SI1,,55.0,4.81,4.83,2.98,833
24177,0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1687
6656,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,11003
8634,0.5,Very Good,F,SI1,63.2,57.0,5.03,5.06,3.19,1220
5028,0.51,Premium,D,VS2,62.0,60.0,5.12,5.07,3.16,1807
8722,0.9,Very Good,F,SI2,60.3,57.0,6.27,6.34,3.8,3519
17437,0.72,Ideal,G,SI2,60.8,57.0,5.79,5.82,3.52,2449
5094,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
6657,0.27,Ideal,I,VVS2,62.0,54.5,4.15,4.19,2.58,412
25542,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1066
24547,0.38,Premium,G,VS1,61.9,58.0,4.66,4.62,2.87,1069
6157,0.91,Ideal,E,SI2,61.5,56.0,6.2,6.23,3.82,3968
113,0.36,Very Good,H,SI2,61.2,55.0,4.59,4.62,2.81,475
8412,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,16813
12907,0.33,Premium,G,VS2,62.6,58.0,4.44,4.41,2.77,743
18499,0.81,Premium,F,SI1,61.3,60.0,6.0,5.94,3.66,2926
2045,0.28,Very Good,D,VS1,62.4,56.0,4.15,4.18,2.6,514
7893,0.54,Ideal,G,VS1,61.8,54.0,5.24,5.22,3.23,1847
21787,0.31,Ideal,E,VS2,60.9,57.0,4.36,4.38,2.66,745
14551,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
9112,0.35,Premium,H,SI1,62.4,58.0,4.47,4.54,2.81,504
23589,1.09,Ideal,H,SI1,62.4,55.0,6.68,6.59,4.14,4871
3710,1.01,Fair,F,SI2,67.3,62.0,6.09,6.03,4.08,3597
6492,0.8,Premium,J,VS1,60.8,59.0,6.0,5.94,3.63,2292
22242,0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,1332
24437,0.51,Good,H,VS1,59.4,61.9,5.18,5.2,3.08,1376
15630,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,723
7991,0.64,Good,F,VS1,57.7,61.0,5.68,5.75,3.29,2222
8975,0.23,Very Good,F,VVS2,61.5,58.0,3.9,3.94,2.41,530
11240,0.53,Ideal,F,VVS2,62.2,54.0,5.22,5.19,3.24,2290
13740,0.5,Premium,G,VS1,60.7,60.0,5.09,5.12,3.1,1624
18771,0.32,Ideal,G,VS1,63.0,55.0,4.38,4.35,2.75,828
12600,0.55,Premium,I,VVS1,61.3,59.0,5.3,5.27,3.24,1712
18490,0.58,Ideal,D,VVS1,62.2,56.0,5.34,5.36,3.33,3741
12355,0.34,Ideal,D,SI1,62.0,55.0,4.53,4.5,2.8,750
1494,1.01,Very Good,F,IF,63.5,59.0,6.29,6.41,4.03,9972
20000,0.7,Good,D,SI2,59.3,64.0,5.8,5.76,3.43,2312
21272,1.2,Premium,J,SI2,61.1,59.0,6.81,6.78,4.15,4234
218,0.3,Very Good,G,IF,62.9,58.0,4.21,4.25,2.66,895
18051,0.81,Very Good,G,SI1,62.3,59.0,5.93,5.98,3.71,3095
16260,0.3,Ideal,E,VVS1,62.5,54.0,4.32,4.29,2.69,979
19684,1.56,Ideal,F,SI1,62.7,57.0,7.34,7.39,4.62,11943
15904,0.3,Ideal,D,VS2,62.4,55.0,4.32,4.3,2.69,790
7331,0.53,Ideal,G,SI1,62.4,55.0,5.21,5.18,3.24,1329
3883,1.1,Very Good,E,SI2,60.9,60.0,6.61,6.66,4.04,4539
9590,1.09,Ideal,E,SI2,61.9,55.0,6.64,6.6,4.1,5127
11091,1.01,Very Good,I,SI1,61.2,59.0,6.34,6.44,3.92,4243
23869,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,878
15094,1.0,Very Good,E,SI2,,54.0,6.33,6.37,4.0,4630
9620,0.41,Very Good,E,VS1,63.4,55.0,4.7,4.73,2.99,1160
3612,1.02,Ideal,G,SI1,62.1,55.0,6.46,6.49,4.02,5426
9764,0.31,Ideal,G,VVS2,61.8,56.0,4.36,4.31,2.68,907
10312,0.58,Ideal,F,VVS2,62.5,56.0,5.34,5.29,3.32,2401
10842,0.41,Good,E,SI1,63.5,57.0,4.69,4.73,2.99,755
10257,0.35,Premium,I,VS1,61.8,58.0,4.53,4.5,2.79,709
22922,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,394
24462,0.3,Very Good,G,VVS2,60.4,59.0,4.33,4.35,2.62,598
8351,0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81,3419
2825,0.89,Ideal,D,SI2,,56.0,6.22,6.25,3.79,4192
22425,0.37,Good,H,VS2,63.7,55.0,4.54,4.56,2.9,584
9759,1.7,Ideal,H,VS1,62.4,55.0,7.69,7.61,4.77,13949
20381,1.5,Fair,J,VS1,60.1,61.0,7.25,7.3,4.37,7819
5478,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
24945,0.9,Premium,F,SI2,61.9,62.0,6.12,6.07,3.77,3210
25421,0.71,Fair,E,VS2,64.6,59.0,5.62,5.59,3.62,2902
1082,0.4,Ideal,F,SI1,61.9,57.0,4.71,4.76,2.93,694
14553,0.78,Very Good,H,SI1,63.1,58.0,5.85,5.88,3.7,2600
3337,1.7,Premium,H,VS2,62.4,57.0,7.6,7.54,4.72,13298
23665,1.01,Fair,F,SI1,65.9,58.0,6.16,6.1,4.04,4276
22158,0.3,Ideal,I,VS1,62.3,55.0,4.3,4.34,2.69,457
26905,1.24,Premium,D,VS2,59.3,58.0,7.03,7.09,4.19,9738
875,1.0,Good,G,SI2,61.7,63.0,6.36,6.37,3.93,4493
20639,0.9,Very Good,I,VS2,59.3,59.0,6.27,6.3,3.73,3992
5915,1.0,Premium,D,VVS2,58.3,61.0,6.55,6.48,3.8,9274
14738,0.76,Premium,J,VS2,59.9,59.0,5.94,5.92,3.55,2052
18598,0.41,Ideal,F,VVS2,60.1,57.0,4.83,4.85,2.91,1115
9291,0.71,Very Good,I,SI1,61.8,56.0,5.73,5.76,3.55,2141
1092,1.5,Premium,J,VS2,59.6,60.0,7.38,7.31,4.38,7503
8905,0.31,Ideal,E,VS1,61.8,56.0,4.34,4.37,2.69,734
2201,0.92,Very Good,D,SI2,60.2,61.0,6.27,6.32,3.79,3057
10059,1.51,Very Good,G,SI2,60.5,54.6,7.36,7.4,4.46,8637
3384,0.87,Premium,D,SI1,62.1,58.0,6.08,6.13,3.79,4189
8749,0.49,Ideal,G,VS2,61.1,57.0,5.12,5.09,3.12,1246
15696,2.34,Very Good,H,I1,62.4,55.4,8.44,8.51,5.29,11119
14060,0.32,Very Good,F,VS2,60.2,59.0,4.4,4.43,2.66,645
19476,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,12492
19080,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3648
23525,1.31,Ideal,G,VS1,61.5,57.0,7.02,7.06,4.33,9891
18779,1.04,Fair,G,VS1,64.9,58.0,6.36,6.33,4.12,5633
5156,1.2,Ideal,I,SI1,61.8,56.0,6.8,6.77,4.19,5510
25803,0.28,Very Good,E,VS1,61.8,55.0,4.21,4.24,2.61,489
21172,0.81,Ideal,H,VVS2,62.0,57.0,5.93,5.97,3.69,3497
10721,0.44,Ideal,E,SI1,62.6,56.0,4.84,4.9,3.05,810
26220,1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
4971,1.0,Ideal,E,VS2,62.1,56.0,6.42,6.39,3.98,6720
9276,0.58,Ideal,I,VVS1,63.0,57.0,5.34,5.29,3.35,1758
25465,2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,15393
18418,0.59,Ideal,G,VS1,61.3,55.0,5.42,5.44,3.33,2129
23283,1.55,Premium,H,SI2,62.0,56.0,7.41,7.37,4.58,7319
12273,1.58,Premium,J,VVS2,61.0,58.0,7.56,7.49,4.59,7592
12000,0.41,Ideal,F,VS2,61.8,56.0,4.76,4.79,2.95,863
5371,0.5,Premium,G,VS1,60.9,59.0,5.14,5.11,3.12,1583
3719,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,596
9739,0.7,Ideal,H,VS2,61.2,56.0,5.72,5.75,3.51,3145
18806,1.5,Ideal,G,VS2,62.5,55.0,7.26,7.23,4.53,12787
25685,0.31,Very Good,E,VVS2,62.4,56.0,4.32,4.35,2.7,749
17986,1.51,Premium,E,VS1,59.5,59.0,7.54,7.48,4.47,16277
18803,1.24,Premium,H,SI2,59.9,60.0,7.02,7.0,4.2,5694
4611,0.9,Very Good,I,VS2,58.4,62.0,6.29,6.35,3.69,3334
6320,0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2843
3529,0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68,816
20819,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11,17045
22454,0.42,Premium,F,SI1,61.5,58.0,4.83,4.8,2.96,992
26124,1.07,Premium,H,SI1,60.7,60.0,6.64,6.61,4.02,4764
3738,0.32,Ideal,E,IF,62.3,54.0,4.38,4.41,2.74,1018
11426,0.7,Very Good,J,SI2,63.6,56.0,5.57,5.63,3.56,1609
21658,0.57,Ideal,F,IF,61.3,56.0,5.32,5.36,3.28,2656
5315,0.33,Ideal,E,VS2,61.9,56.0,4.4,4.45,2.74,723
16566,0.3,Premium,F,VS2,62.5,58.0,4.32,4.29,2.69,776
18954,0.39,Very Good,D,VVS2,62.9,58.0,4.62,4.66,2.92,1232
4328,0.34,Ideal,F,VVS1,61.6,56.0,4.5,4.53,2.78,1174
77,0.59,Ideal,E,SI1,62.0,55.0,5.37,5.4,3.34,1664
18044,0.52,Ideal,H,VS1,61.0,56.0,5.15,5.23,3.17,1699
3193,0.32,Ideal,I,VS2,61.5,56.0,4.41,4.4,2.71,576
1549,0.4,Premium,G,VVS1,60.9,57.0,4.8,4.76,2.91,1200
1543,1.05,Ideal,G,VVS2,62.2,56.0,6.49,6.53,4.05,8645
22419,1.5,Premium,F,VS2,61.5,58.0,7.32,7.34,4.51,14586
7673,1.05,Ideal,F,VVS2,60.5,55.0,6.67,6.58,4.01,10011
19553,0.35,Very Good,H,SI1,61.0,62.0,4.52,4.56,2.77,491
2684,0.75,Ideal,F,VVS2,61.9,54.0,5.83,5.84,3.61,3710
21033,2.02,Premium,J,SI2,62.7,60.0,7.98,8.1,5.04,11463
20239,1.01,Premium,F,SI2,61.0,60.0,6.48,6.44,3.94,4197
9063,0.3,Good,E,VVS1,,63.0,4.24,4.26,2.6,739
12247,1.27,Good,F,I1,59.2,64.0,7.06,6.99,4.16,4324
25370,0.5,Ideal,H,IF,62.4,54.0,5.1,5.13,3.19,1844
15637,0.64,Ideal,G,IF,61.7,58.0,5.52,5.56,3.42,2960
16541,0.35,Good,D,SI1,63.3,57.0,4.51,4.53,2.86,644
10035,1.21,Ideal,H,SI2,61.1,56.0,6.92,6.87,4.21,6098
5550,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,1963
6168,0.55,Premium,E,SI1,62.4,57.6,5.23,5.28,3.27,1630
9272,0.96,Premium,J,SI1,62.9,59.0,6.3,6.22,3.94,3187
9182,1.0,Fair,G,VS1,58.7,67.0,6.47,6.45,3.79,5853
23264,0.59,Ideal,G,SI1,61.5,57.0,5.36,5.4,3.31,1437
17221,1.68,Ideal,J,VS1,61.1,57.0,7.64,7.7,4.69,10681
15129,1.11,Ideal,H,VVS2,61.4,57.0,6.67,6.63,4.08,6962
22686,1.3,Premium,G,VS2,62.5,58.0,6.97,6.93,4.36,9120
26548,0.54,Premium,G,SI1,61.7,59.0,5.2,5.17,3.2,1389
7050,1.21,Good,F,VS2,63.7,58.0,6.67,6.71,4.26,7911
21708,0.7,Premium,F,SI1,61.8,59.0,5.76,5.67,3.53,2268
5756,0.7,Premium,E,VS2,60.8,58.0,5.74,5.7,3.48,2697
9545,0.31,Very Good,G,VS1,62.4,59.0,4.32,4.34,2.7,625
1440,1.0,Fair,E,VS2,,64.0,6.59,6.46,3.79,6285
23369,0.54,Ideal,H,VS1,61.9,56.0,5.24,5.2,3.23,1637
7978,1.56,Premium,F,SI1,60.7,59.0,7.55,7.45,4.55,11901
26392,1.03,Good,J,SI2,64.1,62.0,6.37,6.33,4.07,3149
13589,0.36,Ideal,F,VS1,60.1,57.0,4.62,4.67,2.79,789
25462,1.0,Premium,F,VS1,61.3,59.0,6.45,6.42,3.95,6692
18465,0.56,Ideal,H,VS2,61.2,57.0,5.29,5.33,3.25,1388
13356,1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55,10968
19088,1.07,Premium,G,VS2,62.1,58.0,6.55,6.59,4.08,6355
14008,1.2,Very Good,F,VS2,62.4,58.0,6.76,6.8,4.23,7114
2758,1.21,Ideal,G,VS2,62.0,56.0,6.87,6.77,4.23,7806
11498,1.55,Very Good,H,VS2,61.3,61.0,7.39,7.46,4.55,11602
6167,1.32,Premium,J,SI2,61.2,59.0,7.08,7.04,4.32,4160
18293,1.32,Ideal,I,SI1,62.2,57.0,7.07,7.01,4.38,6431
3324,0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,784
5552,0.56,Ideal,I,VVS1,62.0,56.0,5.29,5.26,3.27,1698
22827,1.01,Good,F,SI2,63.3,57.0,6.37,6.39,4.04,4221
18658,0.9,Good,H,SI1,59.0,62.0,6.23,6.27,3.69,3577
20795,0.33,Premium,I,IF,62.1,58.0,4.43,4.39,2.74,891
13493,0.55,Ideal,E,SI1,60.7,57.0,5.3,5.27,3.21,1668
7291,1.01,Very Good,E,SI1,62.8,57.0,6.37,6.41,4.01,5499
21969,1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97,4206
4992,2.12,Very Good,J,SI2,62.3,61.0,8.16,8.21,5.1,12030
11520,0.52,Very Good,E,VS2,59.2,59.0,5.23,5.27,3.11,1601
22445,1.01,Premium,G,SI1,61.0,59.0,6.45,6.51,3.95,4785
486,1.52,Premium,E,SI1,62.5,59.0,7.33,7.26,4.56,12418
753,1.01,Premium,G,SI2,62.4,58.0,6.41,6.38,3.99,4442
17121,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4611
12934,0.36,Very Good,G,SI2,61.9,56.0,4.55,4.59,2.83,473
8601,1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,5345
3146,1.28,Premium,E,VS1,60.8,60.0,7.03,6.98,4.26,12100
9208,0.94,Very Good,D,SI2,,59.0,6.34,6.41,3.76,3862
26141,0.72,Ideal,H,SI2,61.3,56.0,5.75,5.77,3.53,2372
13894,1.08,Premium,G,VS1,62.0,60.0,6.55,6.51,4.05,6689
22236,0.32,Ideal,E,VVS1,61.3,57.0,4.43,4.38,2.7,1020
24352,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,13278
21145,0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574
17641,1.57,Premium,G,VS2,62.7,60.0,7.46,7.38,4.65,11711
7625,0.3,Ideal,D,VS1,60.8,58.0,4.31,4.34,2.63,742
14881,0.3,Ideal,D,VS2,62.0,56.0,4.35,4.33,2.69,911
13748,1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,10655
7020,1.2,Ideal,J,SI2,61.7,56.0,6.87,6.79,4.21,4744
11914,0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65,2930
14128,0.7,Ideal,I,SI2,61.3,57.0,5.7,5.73,3.5,1961
21957,0.7,Good,J,SI2,61.2,64.0,5.68,5.73,3.49,1824
19361,0.32,Premium,E,SI2,61.2,58.0,4.39,4.44,2.7,449
22529,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,15095
4639,0.41,Ideal,F,VVS2,61.9,55.0,4.78,4.79,2.96,1115
12421,0.32,Good,H,SI1,63.7,55.0,4.33,4.3,2.75,591
22349,1.02,Ideal,H,VS2,62.0,55.0,6.47,6.44,4.0,5683
25410,1.64,Premium,E,SI2,61.9,61.0,7.54,7.51,4.66,8835
4274,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01,3768
7162,1.01,Very Good,F,SI2,59.1,57.0,6.57,6.62,3.9,4304
4449,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,458
4716,0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88,900
26924,0.51,Ideal,D,VS2,,57.0,5.12,5.09,3.18,1882
21641,1.21,Ideal,D,VVS2,62.8,55.0,6.77,6.84,4.26,12657
12144,0.31,Ideal,E,VS2,61.0,56.0,4.38,4.34,2.66,872
19078,0.71,Very Good,J,VS2,62.8,61.0,5.63,5.71,3.56,1821
5895,1.76,Premium,D,SI1,61.0,60.0,7.76,7.68,4.77,12063
11657,1.68,Ideal,G,VS2,62.1,55.0,7.64,7.59,4.73,10838
11079,2.01,Very Good,G,SI1,63.5,60.0,7.98,7.89,5.04,15038
593,1.04,Very Good,D,SI1,63.4,55.0,6.41,6.46,4.08,5557
12366,0.3,Ideal,F,VS2,62.7,57.0,4.27,4.31,2.69,605
5792,1.03,Ideal,D,VS1,61.8,56.0,6.46,6.54,4.02,8612
1028,0.62,Premium,F,VS1,60.1,58.0,5.56,5.48,3.32,1942
21757,0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,442
25263,1.01,Very Good,E,SI1,63.1,57.0,6.4,6.37,4.03,5973
4560,0.26,Very Good,E,IF,58.7,63.0,4.19,4.23,2.47,547
9053,0.81,Very Good,G,SI1,60.7,56.0,6.06,6.09,3.69,2733
23046,1.07,Ideal,H,VVS2,61.3,57.0,6.6,6.62,4.05,7821
22315,1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.88,3450
18220,1.01,Premium,H,SI1,61.8,59.0,6.38,6.33,3.93,5204
2255,0.41,Very Good,D,VS1,62.3,59.0,4.72,4.79,2.96,1018
11822,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,2333
14206,1.55,Ideal,G,SI1,61.7,57.0,7.4,7.44,4.58,12951
17577,0.32,Good,H,VS2,63.1,55.0,4.33,4.36,2.74,505
24203,0.71,Premium,H,SI2,62.7,57.0,5.71,5.64,3.56,2231
676,2.14,Premium,H,SI1,62.3,58.0,8.28,8.22,5.14,14490
10418,1.51,Good,F,SI2,64.2,61.0,7.24,7.19,4.63,7695
21871,0.73,Very Good,G,VS1,61.0,60.0,5.76,5.84,3.54,2708
1009,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,5395
8233,0.31,Ideal,H,VS1,61.6,56.0,4.34,4.36,2.68,544
9449,1.01,Premium,G,VS1,,59.0,6.38,6.43,4.01,6499
12836,0.56,Ideal,D,VS1,61.7,56.0,5.3,5.33,3.28,1924
12248,1.56,Premium,H,SI1,61.9,59.0,7.46,7.4,4.6,10990
10830,1.01,Fair,E,SI2,55.2,65.0,6.78,6.67,3.71,4118
9111,0.52,Ideal,F,VS1,62.2,55.0,5.18,5.14,3.21,1872
2016,0.47,Good,F,VS1,59.0,60.2,5.04,5.09,2.99,1243
26179,0.41,Ideal,G,IF,61.0,57.0,4.79,4.81,2.93,1367
25487,0.5,Ideal,G,VVS2,62.8,57.0,5.07,5.05,3.18,1858
21428,0.32,Ideal,E,IF,,53.0,4.39,4.41,2.74,1018
18995,0.54,Premium,G,SI1,61.1,60.0,5.24,5.2,3.19,1340
16597,1.58,Ideal,I,VS1,62.4,54.0,7.43,7.46,4.64,10920
174,0.7,Very Good,F,SI1,60.3,57.0,5.73,5.77,3.47,2343
21631,1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,4233
16977,0.51,Ideal,G,VS2,60.7,56.0,5.18,5.23,3.16,1557
